,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
34228,1130596201693517371,https://www.airbnb.com/rooms/1130596201693517371,20241104040953,2024-11-04,city scrape,Harlem 1 Bedroom + Art Studio,"Beautiful artist’s home and studio in Harlem. One bedroom + artist studio space. High 12” ceiling, spacious living room, big windows, renovated kitchen.<br /><br />This is my home and I like to get to know guests before booking. This is not a hotel, and I do not accept instant booking. When I see that we are a good fit, I’ll invite you to made a reservation. Thanks for understanding!",,https://a0.muscache.com/pictures/hosting/Hosting-1130596201693517371/original/c8c34c90-7c2b-4a3f-b9e6-9b144878887f.jpeg,363834,https://www.airbnb.com/users/show/363834,Jennifer,2011-01-26,"New York, NY","I'm an artist and travel frequently for exhibitions and projects. I love visiting new places, meeting people, learning about their culture, trying new food and remaking it when I get home, hearing what the world is listening to, seeing what it is reading. While I'm away, I like sharing my place with like-minded travelers. ",within an hour,100%,70%,t,https://a0.muscache.com/im/pictures/user/80cbdceb-0801-422a-a0fc-3e53e6cadbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80cbdceb-0801-422a-a0fc-3e53e6cadbb3.jpg?aki_policy=profile_x_medium,,1.0,3.0,"['email', 'phone']",t,t,,Harlem,Manhattan,40.80689,-73.94997,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Extra pillows and blankets"", ""Wifi"", ""Paid parking on premises"", ""Hair dryer"", ""Blender"", ""Books and reading material"", ""Heating"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Baking sheet"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Cleaning products"", ""Clothing storage"", ""Coffee maker"", ""Hot water kettle"", ""Refrigerator"", ""Room-darkening shades"", ""Wine glasses"", ""Bathtub"", ""Cooking basics"", ""Essentials"", ""Dining table"", ""Hangers"", ""First aid kit"", ""Bidet"", ""Freezer"", ""Rice maker"", ""Kitchen"", ""Oven""]",$105.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,80,2024-11-04,2,2,1,2024-07-21,2024-10-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.56
34251,1131289860288054400,https://www.airbnb.com/rooms/1131289860288054400,20241104040953,2024-11-04,city scrape,Studio East Village Gallery Oasis,"Petite, cozy & artistic Manhattan East Village studio, curated by a celebrated NYC artist, and designed to accommodate other artists, musicians, and tourists visiting the city. Located in an exclusive co-op building.<br /><br />Host/Co-Host will be available during the stay, but you will have the private studio and bathroom to yourself.","East Village is loaded with coffee shops, restaurants, and bars, making it a perfect place to call home base and explore the city.",https://a0.muscache.com/pictures/hosting/Hosting-1131289860288054400/original/13fb37cd-60e1-4965-b48d-fb88d2fb0977.jpeg,217995958,https://www.airbnb.com/users/show/217995958,Edward,2018-09-30,,"- Music Producer/Mixing Engineer based in Miami & New York City.
- 2x Latín Grammy nominated
- 4x Billboard Charts
* Education: 
- New York University Master of Music in Music Technology
- Fordham University Bachelor of Music.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9984b3c8-5a50-4d02-b26e-ff6c0e1c1acf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9984b3c8-5a50-4d02-b26e-ff6c0e1c1acf.jpg?aki_policy=profile_x_medium,Alphabet City,3.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.72765272295896,-73.97952438503782,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Extra pillows and blankets"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Shower gel"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Clothing storage"", ""Refrigerator"", ""Lockbox"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Freezer"", ""Toaster""]",$112.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,5,8,36,136,2024-11-04,38,38,5,2024-04-21,2024-10-24,4.82,4.84,4.5,4.89,4.92,4.84,4.74,OSE-STRREG-0001758,f,2,1,1,0,5.76
34355,1136213102649672641,https://www.airbnb.com/rooms/1136213102649672641,20241104040953,2024-11-04,city scrape,MJ's Room 1,"MJ's Apartment is a modern, cozy and clean 2 bedroom apartment in central Brooklyn. It offers air conditioning in each room, Wi-Fi, two fifty inch smart tv's and a spotless bathroom and kitchen with all the necessary essentials.<br /><br />Room 1 is equipped with a queen sized bed and 55-inch smart TV.<br /><br />The host will be present, in a separate room, during your stay to be in compliance with the law for short term rentals.<br /><br />Please feel free to ask about transfers to and/or from the airport.",,https://a0.muscache.com/pictures/miso/Hosting-1136213102649672641/original/5d195fa8-1baf-467b-8c2f-f725dce1d768.jpeg,122625837,https://www.airbnb.com/users/show/122625837,Michael,2017-03-26,"New York, NY","Michael “M.J.” Bryant is an American educator, entrepreneur, and author based in New York City.

He spent several years as a public-school English teacher in Brooklyn. Now, he serves as the director of MB Tutoring- a national tutoring service that provides high-quality, virtual, or in-person tutoring sessions for students of all ages in all content areas. MB Tutoring guarantees to give each student “private tutoring with public results.” 

In his downtime, M.J. loves to read and to travel internationally. He has visited 37 countries so far. ",within an hour,100%,92%,f,https://a0.muscache.com/im/pictures/user/User/original/15b331b8-e689-4c78-8f72-98d8c62739ca.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/15b331b8-e689-4c78-8f72-98d8c62739ca.jpeg?aki_policy=profile_x_medium,Ocean Hill,1.0,2.0,"['email', 'phone']",t,t,,Bedford-Stuyvesant,Brooklyn,40.68228,-73.91981,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Extra pillows and blankets"", ""Self check-in"", ""Wifi"", ""Game console: PS4"", ""Central heating"", ""Exercise equipment: yoga mat"", ""Shower gel"", ""Free street parking"", ""Body soap"", ""TV"", ""Books and reading material"", ""Dishes and silverware"", ""Microwave"", ""Long term stays allowed"", ""Smoking allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Iron"", ""Free parking on premises"", ""Cleaning products"", ""Hot water"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Lockbox"", ""Shampoo"", ""Cleaning available during stay"", ""Host greets you"", ""Bathtub"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Exterior security cameras on property"", ""Dining table"", ""Hangers"", ""First aid kit"", ""Freezer"", ""Kitchen"", ""Stainless steel oven"", ""Patio or balcony""]",$130.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,25,51,52,232,2024-11-04,14,14,7,2024-09-09,2024-10-31,5.0,5.0,4.93,5.0,5.0,4.93,4.93,ose-strreg-0002161,t,1,0,1,0,7.37
34451,1139832006209579248,https://www.airbnb.com/rooms/1139832006209579248,20241104040953,2024-11-04,city scrape,Staten Island Get Away,"Welcome to my charming beach bungalow, located in Midland Beach, Staten Island. This cozy home features a private guest bedroom with a comfortable full sized murphy bed, ideal for solo travelers or couples. You'll also have access to a shared living room, fully equipped kitchen, and a spacious backyard with a patio and garden, perfect for relaxing in the sun. We're just a 10-minute walk from the beach, making it easy for you to enjoy the sand and surf during your stay.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEzOTgzMjAwNjIwOTU3OTI0OA%3D%3D/original/39ac1fb8-4532-493b-9911-65cfd723e78f.jpeg,88174374,https://www.airbnb.com/users/show/88174374,Michael,2016-08-05,"New York, NY","I am a public school teacher in New York City. I love to travel and meet folks from around the world.
I speak English and Spanish.
As a guest I am quiet, cleanly, and respectful. I enjoy conversation with hosts and guests, and I love recommendations for things to do!",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/User-88174374/original/96830b7d-639e-4748-8ed1-595b9b206486.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-88174374/original/96830b7d-639e-4748-8ed1-595b9b206486.jpeg?aki_policy=profile_x_medium,Midland Beach,1.0,1.0,"['email', 'phone']",t,f,,Midland Beach,Staten Island,40.5732283,-74.0962256,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""TV"", ""Washer"", ""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""Beach access \u2013 Beachfront"", ""Air conditioning"", ""Carbon monoxide alarm"", ""First aid kit"", ""Outdoor dining area"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Free parking on premises"", ""BBQ grill""]",$44.00,30,90,30.0,30.0,90.0,90.0,30.0,90.0,,t,0,13,43,318,2024-11-04,0,0,0,,,,,,,,,,,f,1,0,1,0,
34503,1141804759863805148,https://www.airbnb.com/rooms/1141804759863805148,20241104040953,2024-11-04,city scrape,Hudson Yards 4-BR Prime Furnished Rental,Welcome to Furnished Habitat NYC property rentals. Start your living experience at this charming Midtown West 4 Bedroom 1 Bathroom furnished apartment. This centrally located home is fully equipped with all the basics and necessities for your convenience.,,https://a0.muscache.com/pictures/miso/Hosting-1141804759863805148/original/ec96cc91-348b-4365-a5db-a8bfec8a9551.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Hell's Kitchen,Manhattan,40.75275,-73.99466,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,4.0,"[""Smoke alarm"", ""Air conditioning"", ""Pets allowed"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""TV"", ""Dishes and silverware"", ""Microwave"", ""Safe"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Free parking on premises"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Radiant heating"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Dining table"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Toaster"", ""Oven"", ""Clothing storage: closet""]",$275.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,10,40,220,2024-11-04,0,0,0,,,,,,,,,,,f,82,81,1,0,
35246,1170255004454854248,https://www.airbnb.com/rooms/1170255004454854248,20241104040953,2024-11-04,city scrape,Tribeca Gem 4 BR Loft,Welcome to Furnished Habitat NYC property rentals. Start your living experience at this charming Tribeca 4 Bedroom 1 Bathroom furnished apartment. This centrally located home is fully equipped with all the basics and necessities for your convenience.,,https://a0.muscache.com/pictures/miso/Hosting-1170255004454854248/original/3cfaba8b-8ed0-42b6-95ba-2a7d018541d2.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Tribeca,Manhattan,40.71509853248567,-74.01108101953542,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,4.0,"[""Air conditioning"", ""Wifi"", ""TV"", ""Kitchen""]",$399.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,122,2024-11-04,0,0,0,,,,,,,,,,,f,82,81,1,0,
35389,1175345281159905749,https://www.airbnb.com/rooms/1175345281159905749,20241104040953,2024-11-04,city scrape,Luxury apart. Billionaire row,Enjoy a stylish experience at this centrally-located place.The best location at billionaires row.Luxury building with gym and amenities.Luxury furniture and expensive mattress.Baccarat lamps.Renting out only for one month!,,https://a0.muscache.com/pictures/hosting/Hosting-1175345281159905749/original/483bd99a-d1d7-46f9-bfda-69fbbc23fe7e.jpeg,486599889,https://www.airbnb.com/users/show/486599889,Anna,2022-11-06,,,,,,f,https://a0.muscache.com/im/pictures/user/User-486599889/original/20622db5-5f10-44c8-bb35-491f463d3cdc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-486599889/original/20622db5-5f10-44c8-bb35-491f463d3cdc.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Midtown,Manhattan,40.76537,-73.98176,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""TV"", ""Washer"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dedicated workspace"", ""Wifi"", ""Paid parking on premises"", ""Exercise equipment""]",$350.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,29,59,89,269,2024-11-04,0,0,0,,,,,,,,,,,f,1,1,0,0,
35489,1177571866340049678,https://www.airbnb.com/rooms/1177571866340049678,20241104040953,2024-11-04,city scrape,Park Slope August Rental,"Sublet available for the entire month of August! <br /><br />One furnished bedroom, living room and office. Spacious kitchen with dining table. <br /><br />Centrally located near the 7th Ave F train/G train stop, close to everything - shops, grocery store, coffee shops, etc.",,https://a0.muscache.com/pictures/hosting/Hosting-1177571866340049678/original/1cb62272-8897-4c54-a7b1-04a87732209c.jpeg,583100155,https://www.airbnb.com/users/show/583100155,Anna,2024-06-12,,,a few days or more,17%,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Park Slope,1.0,1.0,['phone'],f,t,,South Slope,Brooklyn,40.66368403162951,-73.98377571341886,Entire rental unit,Entire home/apt,3,1.0,1 bath,3.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$150.00,30,31,30.0,30.0,31.0,31.0,30.0,31.0,,t,0,14,43,138,2024-11-04,0,0,0,,,,,,,,,,,f,1,1,0,0,
35779,1189119030022037306,https://www.airbnb.com/rooms/1189119030022037306,20241104040953,2024-11-04,city scrape,New 2BR in Little Italy - SoHo,"Discover the best of Downtown, with this two bedroom apartment located in Little Italy and right next door to SoHo. You’ll find a thoughtfully designed space complete with a spacious layout, beautiful furniture and a fully-equipped kitchen and bathroom. <br /><br />The property that also offers in-apartment laundry and dishwasher. This unit is located four flights up on the fifth floor of a traditional walk up building.",,https://a0.muscache.com/pictures/miso/Hosting-1189119030022037306/original/d42717d4-0fdb-429b-a704-d8bc0e3afedc.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,SoHo,Manhattan,40.718881063824455,-73.99957756118374,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Air conditioning"", ""Wifi"", ""TV"", ""Kitchen""]",$167.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,3,33,63,153,2024-11-04,1,1,0,2024-09-07,2024-09-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,82,81,1,0,0.51
36052,1203626121096834302,https://www.airbnb.com/rooms/1203626121096834302,20241104040953,2024-11-04,city scrape,Private Studio kids & Pet-friendly W Private Patio,"Hosted stay in a Private Pet-friendly Studio With Private Patio  Brooklyn Gem Near Attractions<br /><br /><br /><br />Nearby, you’ll find an array of restaurants, bars, and boutiques that offer a taste of the local flair. Don’t miss out on the opportunity to experience our charming Brooklyn Studio for a memorable stay in New York!",,https://a0.muscache.com/pictures/hosting/Hosting-1203626121096834302/original/c459f2ea-7762-470b-8b31-3517784ace9b.jpeg,18057505,https://www.airbnb.com/users/show/18057505,Michael,2014-07-13,"New York, NY",Thank you,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/60831f07-7964-4306-8c6d-7de3342dc463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/60831f07-7964-4306-8c6d-7de3342dc463.jpg?aki_policy=profile_x_medium,Windy Hill,5.0,8.0,"['email', 'phone']",t,t,,East Flatbush,Brooklyn,40.66036208579321,-73.9272706075619,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Children\u2019s dinnerware"", ""Air conditioning"", ""Extra pillows and blankets"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Shower gel"", ""Free street parking"", ""Body soap"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Microwave"", ""Conditioner"", ""High chair"", ""Carbon monoxide alarm"", ""Bed linens"", ""Portable fans"", ""Dedicated workspace"", ""Iron"", ""Babysitter recommendations"", ""Hot water"", ""Cleaning products"", ""Clothing storage"", ""Coffee maker"", ""Hot water kettle"", ""Refrigerator"", ""Room-darkening shades"", ""Backyard"", ""Pocket wifi"", ""Wine glasses"", ""Coffee"", ""Baby bath"", ""Private entrance"", ""Shampoo"", ""Window guards"", ""Luggage dropoff allowed"", ""Smart lock"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Dining table"", ""Hangers"", ""Outdoor dining area"", ""Bidet"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Mini fridge"", ""Freezer"", ""Patio or balcony"", ""Outdoor furniture"", ""Outlet covers""]",$144.00,1,365,1.0,3.0,365.0,365.0,2.1,365.0,,t,17,40,70,345,2024-11-04,8,8,4,2024-09-04,2024-10-18,4.63,4.63,4.5,4.63,5.0,4.25,4.38,OSE-STRREG-0001519,t,3,1,2,0,3.87
36231,1213078962610312802,https://www.airbnb.com/rooms/1213078962610312802,20241104040953,2024-11-04,city scrape,Chelsea 2BR Gem!,Spacious new 2 bedroom furnished apartment next to Hudson Yards. Great share for a small family or roommates.,,https://a0.muscache.com/pictures/miso/Hosting-1213078962610312802/original/cc5ad095-76ee-4797-8cbc-d0a4f8bd4871.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Chelsea,Manhattan,40.75083767541089,-73.99907810057928,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""TV"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Lockbox"", ""Kitchen"", ""Self check-in"", ""Wifi""]",$150.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,180,2024-11-04,0,0,0,,,,,,,,,,,f,82,81,1,0,
36247,1213722628230527276,https://www.airbnb.com/rooms/1213722628230527276,20241104040953,2024-11-04,city scrape,Skyline City View NYC,Enjoy aAmazing City Skyline Views of NYC for the 34th Floor !<br />The unit aslso has spectacular water views of the Hudson<br /><br />The Unit Features the Following<br />- 2 Bedrooms (can flex the apartment to a 3 bed)<br />- Fully Furnished<br />- 2 Bathrooms<br />- Large living room with great sunlight<br />- Doorman elevator Building<br />- Outdoor space<br />- Samsung Washer Dryer in apartment<br />- Modern Kitchen with dishwasher<br />- Automated Electric Shades for each window stylish experience at this centrally-located place.,,https://a0.muscache.com/pictures/miso/Hosting-1213722628230527276/original/8ca1950c-7c97-46ec-9870-721d3b96ab33.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Hell's Kitchen,Manhattan,40.76187,-73.98827,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""TV"", ""Washer"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$299.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,20,50,50,2024-11-04,0,0,0,,,,,,,,,,,f,82,81,1,0,
36569,1230464737360638283,https://www.airbnb.com/rooms/1230464737360638283,20241104040953,2024-11-04,city scrape,Sunny 1BR Gem Heart of Chelsea,"Beautiful with great natural light! 1 Bedroom Apartment in the heart of Chelsea. It features a Queen sized bed, Wifi, Heating and A/C with 4 seater Dining table, standard kitchen appliances, and flat screen TV.",,https://a0.muscache.com/pictures/miso/Hosting-1230464737360638283/original/3893e2ff-6adb-4437-ade2-60c67b9d36e8.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Chelsea,Manhattan,40.75065,-73.99683,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$135.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,365,2024-11-04,0,0,0,,,,,,,,,,,f,82,81,1,0,
36739,1239781634809396041,https://www.airbnb.com/rooms/1239781634809396041,20241104040953,2024-11-04,city scrape,Great Deal Sutton Place 2BR,"Perfect location for this cozy 2 bedroom furnished rental in the heart of Sutton Place! This unit is situated in a classic NYC walk building on the second floor. Featuring 2 oversize bedrooms, with the larger outfitted with a spacious living area to share, a cute and fully equipped kitchen with a dining area, and full size bathroom with tub and shower!",,https://a0.muscache.com/pictures/miso/Hosting-1239781634809396041/original/6ead3c8c-b88c-4bd1-871d-d5e1ad7648a2.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,,Midtown,Manhattan,40.758715983349504,-73.96377402444399,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""TV"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$163.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,12,42,72,347,2024-11-04,1,1,1,2024-10-14,2024-10-14,2.0,3.0,3.0,1.0,1.0,5.0,2.0,,f,82,81,1,0,1.0
